QC,TI,Re_d,PGrad,TurbTime,PStress,UMisalign,ConvTKE,TauRatio,Curvature,SQUARED_DUCT_RSTRESS,PERIODIC_HILL_RSTRESS
-0.337944,0.0392066,2,0.471728,0.390517,0.571807,0.193876,-0.785941,0.537119,0.016834,0.024205,-0.177133
-0.48788,0.037417,2,0.473524,0.318417,0.563858,0.257774,-0.868762,0.536544,0.016667,0.001209,-0.218
-0.836613,0.0358425,2,0.475352,0.23741,0.555349,0.386598,-0.932888,0.536185,0.0166143,-0.021182,-0.262396
-0.712885,0.0344604,2,0.477001,0.184879,0.547017,0.481112,-0.960083,0.536047,0.016641,-0.040839,-0.301211
-0.0390212,0.0332551,2,0.478485,0.227334,0.538598,0.287955,-0.926605,0.53615,0.0167621,-0.054902,-0.320295
0.0487345,0.0322167,2,0.479937,0.312169,0.529966,0.181476,-0.819728,0.536498,0.0169742,-0.063119,-0.327279
0.0471464,0.0313405,2,0.481514,0.391053,0.520796,0.125556,-0.654413,0.537092,0.0172752,-0.066854,-0.33155
0.036478,0.030628,2,0.482898,0.456831,0.511518,0.091882,-0.47083,0.537927,0.0176751,-0.064923,-0.335225
0.026988,0.0300865,2,0.484191,0.510737,0.502596,0.069538,-0.310327,0.538975,0.0181445,-0.057699,-0.337245
0.0197194,0.0297281,2,0.485734,0.555216,0.493806,0.0537125,-0.192129,0.540206,0.0186658,-0.045542,-0.337099
0.01436,0.0295714,2,0.487032,0.591992,0.486242,0.0420608,-0.116653,0.54156,0.0192148,-0.029216,-0.335583
0.0104638,0.0296384,2,0.488393,0.622446,0.480846,0.0331603,-0.0733279,0.542958,0.0197041,-0.009728,-0.334148
0.00763532,0.0299536,2,0.489727,0.647893,0.478656,0.026199,-0.0516035,0.544326,0.0200673,0.012532,-0.334131
0.00558763,0.0305417,1.82667,0.491029,0.669092,0.480748,0.0206634,-0.043554,0.545571,0.0202032,0.036459,-0.336506
0.00410741,0.0314215,1.65563,0.492404,0.686577,0.488666,0.0162095,-0.0428327,0.546607,0.0200018,0.060704,-0.341913
0.0030342,0.0326028,1.50152,0.493477,0.701007,0.504771,0.012554,-0.0455599,0.547385,0.0193229,0.084131,-0.350747
0.00225039,0.0340859,1.36157,0.494573,0.712925,0.529921,0.00955521,-0.0492009,0.54789,0.0181321,0.105862,-0.363002
0.00167283,0.0358595,1.23332,0.495834,0.722836,0.565401,0.00709452,-0.0522423,0.54813,0.016423,0.125362,-0.378223
0.00124221,0.0379061,1.11478,0.49701,0.73133,0.611963,0.00509472,-0.0540121,0.548142,0.0142752,0.142632,-0.395661
0.000917823,0.0402082,1.00446,0.497911,0.738991,0.670547,0.00348358,-0.0540496,0.547969,0.0117694,0.157975,-0.414612
0.000671534,0.0427528,0.901251,0.498682,0.746421,0.740151,0.00221846,-0.0523926,0.547654,0.0090505,0.171551,-0.434507
0.000484242,0.0455344,0.804342,0.499168,0.754152,0.817276,0.00127188,-0.0493157,0.547225,0.00631826,0.183422,-0.454876
0.000342568,0.0485538,0.713098,0.499626,0.762729,0.896411,0.000601776,-0.0451348,0.546706,0.00372978,0.193632,-0.475509
0.000236871,0.0518127,0.626939,0.499887,0.772637,0.96756,0.000177522,-0.0403482,0.546103,0.00157643,0.201884,-0.496252
0.000159725,0.0552928,0.545248,0.499977,0.784264,0.9797,5.16E-05,-0.0354454,0.545411,0.000886267,0.208049,-0.517469
0.000104953,0.0589187,0.467326,0.499996,0.797839,0.956785,0.000129699,-0.0309254,0.544608,0.00167948,0.211227,-0.539539
6.72E-05,0.0624733,0.392405,0.499983,0.813424,0.957986,0.000114173,-0.027278,0.543659,0.00188525,0.210548,-0.563476
4.21E-05,0.0654631,0.319782,0.499987,0.830711,0.977374,5.18E-05,-0.0249092,0.542504,0.00119735,0.205066,-0.591297
2.60E-05,0.0669365,0.249263,0.499955,0.848514,0.99505,1.75E-05,-0.024347,0.541036,0.000641415,0.192332,-0.626512
1.60E-05,0.0655646,0.182196,0.499963,0.863642,0.975857,6.64E-05,-0.0266411,0.539197,0.0026984,0.16984,-0.674869
9.95E-06,0.060703,0.122738,0.499997,0.87103,0.978972,7.38E-05,-0.0333077,0.537453,0.00401999,0.136918,-0.733541
6.23E-06,0.0536789,0.075992,0.499986,0.867394,0.996943,4.75E-05,-0.0442918,0.536483,0.00340602,0.097846,-0.782868
3.79E-06,0.046393,0.0432339,0.49998,0.852006,0.989172,1.37E-05,-0.0559741,0.536122,0.00130069,0.051792,-0.813583
2.12E-06,0.039693,0.0220971,0.5,0.821068,0.98601,1.08E-05,-0.0646967,0.535991,0.00138261,-0.010839,-0.83251
1.01E-06,0.0335952,0.00948881,0.499998,0.763565,0.98965,2.23E-05,-0.0697759,0.535936,0.00414563,-0.106882,-0.846611
-2.79E-06,0.420882,0.00988754,0.499999,0.7348,0.992005,0.000142169,-0.0308052,0.535933,0.0437204,-0.38217,-0.849722
-6.16E-06,0.451525,0.0313832,0.499999,0.81814,0.979068,0.000194169,-0.0205409,0.536213,0.0329742,-0.406771,-0.809742
-1.47E-05,0.464408,0.0661614,0.499995,0.830031,0.969056,0.000238127,-0.0132974,0.537872,0.0237598,-0.411,-0.724349
-3.89E-05,0.464992,0.109554,0.5,0.802788,0.970342,0.00023955,-0.0131282,0.540344,0.0137481,-0.41043,-0.650769
-0.000100977,0.460851,0.157271,0.499987,0.761207,0.977413,0.000222712,-0.0181353,0.541766,0.00750677,-0.412186,-0.613165
-0.000233345,0.45655,0.20862,0.499951,0.719797,0.984925,0.000156155,-0.0272057,0.54227,0.00390527,-0.414107,-0.594176
-0.000470254,0.453089,0.264309,0.499955,0.684305,0.991234,1.18E-05,-0.0398286,0.542234,0.0031239,-0.414578,-0.584051
-0.000839857,0.450397,0.325272,0.499882,0.656597,0.996456,0.000224326,-0.0548781,0.542025,0.0045259,-0.412047,-0.575475
-0.00136622,0.448272,0.392393,0.499796,0.635783,0.999061,0.000550624,-0.0713186,0.541806,0.00635721,-0.406309,-0.564905
-0.00207393,0.44655,0.466506,0.49978,0.62022,0.995076,0.000963039,-0.0885191,0.541621,0.00817538,-0.397759,-0.551476
-0.00299038,0.445115,0.548453,0.49972,0.60851,0.991433,0.00145664,-0.106098,0.541473,0.0099332,-0.387074,-0.535436
-0.00414525,0.443889,0.639122,0.499611,0.599703,0.988002,0.00203049,-0.123753,0.541361,0.0116538,-0.374549,-0.51675
-0.0055709,0.442811,0.739468,0.49952,0.593131,0.984738,0.00267808,-0.141236,0.541281,0.013348,-0.36059,-0.495589
-0.00730188,0.441835,0.850538,0.499389,0.588332,0.981576,0.00339856,-0.158336,0.541231,0.0150422,-0.345618,-0.472208
-0.00937303,0.440922,0.973484,0.499281,0.585013,0.978491,0.00418675,-0.174901,0.54121,0.0167505,-0.330038,-0.446892
-0.0118208,0.440042,1.10958,0.499149,0.582936,0.975465,0.00503726,-0.190666,0.541215,0.0184862,-0.314145,-0.419916
-0.0146793,0.439162,1.26024,0.498979,0.58196,0.972486,0.00594114,-0.205467,0.541247,0.0202584,-0.298367,-0.391644
-0.0179819,0.438255,1.42701,0.498796,0.581964,0.969554,0.00688612,-0.219201,0.541306,0.0220729,-0.28303,-0.362397
-0.0217594,0.437293,1.61165,0.498591,0.582847,0.966671,0.0078593,-0.231711,0.541392,0.0239367,-0.268469,-0.332488
-0.0260346,0.436248,1.81606,0.498325,0.584558,0.963827,0.00884928,-0.242851,0.541506,0.02586,-0.255207,-0.302291
-0.0308268,0.435092,2,0.49805,0.587031,0.961038,0.0098317,-0.252507,0.54165,0.0278399,-0.243644,-0.272128
-0.0361468,0.433793,2,0.497804,0.590208,0.958304,0.0107875,-0.260655,0.541825,0.0298806,-0.226591,-0.242412
-0.0419918,0.432318,2,0.497388,0.594065,0.955655,0.011695,-0.267161,0.542033,0.0319843,-0.20368,-0.213665
-0.0483546,0.430633,2,0.497011,0.598532,0.953061,0.0125339,-0.272102,0.542275,0.0341518,-0.18025,-0.186408
-0.0552125,0.428696,2,0.496632,0.603561,0.950554,0.0132744,-0.275405,0.542554,0.0363771,-0.15675,-0.16111
-0.062526,0.426468,2,0.496142,0.609123,0.948142,0.0139016,-0.277031,0.542872,0.0386608,-0.133697,-0.138097
-0.070245,0.423899,2,0.495565,0.615161,0.945848,0.0143853,-0.277106,0.543231,0.0409916,-0.111327,-0.117553
-0.0783122,0.420934,2,0.494975,0.6216,0.94367,0.0147054,-0.275654,0.543633,0.043359,-0.089915,-0.099963
-0.0866534,0.417516,2,0.494293,0.628383,0.941628,0.014849,-0.272727,0.544079,0.045751,-0.070145,-0.085659
-0.0951794,0.413579,2,0.493532,0.635456,0.939752,0.0147957,-0.268399,0.544572,0.0481476,-0.053098,-0.074782
-0.1038,0.409051,2,0.492677,0.642737,0.938029,0.0145446,-0.262794,0.54511,0.0505276,-0.039493,-0.067086
-0.112415,0.403852,2,0.491646,0.650158,0.936525,0.014088,-0.256019,0.545693,0.0528614,-0.028262,-0.06164
-0.120919,0.397895,2,0.490525,0.657643,0.935231,0.0134302,-0.248169,0.54632,0.0551155,-0.01753,-0.05778
-0.129215,0.391088,2,0.489242,0.665113,0.934177,0.0125843,-0.239362,0.546986,0.0572514,-0.00641,-0.054297
-0.137206,0.383331,2,0.487728,0.672489,0.93341,0.0115661,-0.229754,0.547686,0.0592244,0.004969,-0.051342
-0.144788,0.374521,2,0.485971,0.679717,0.932893,0.0104227,-0.219404,0.548415,0.0609876,0.016455,-0.049109
-0.151867,0.36455,2,0.483857,0.686733,0.932806,0.00914902,-0.208384,0.549167,0.0624797,0.025673,-0.046851
-0.158387,0.353318,2,0.481255,0.69344,0.933065,0.00782283,-0.196846,0.549926,0.0636456,0.033552,-0.044315
-0.164298,0.34073,2,0.478138,0.699758,0.933519,0.00653398,-0.184892,0.550674,0.064426,0.042089,-0.043346
-0.169509,0.326715,2,0.474294,0.705671,0.934222,0.00531505,-0.172542,0.551404,0.0647571,0.051933,-0.042037
-0.173989,0.31121,2,0.46943,0.711108,0.935267,0.00420896,-0.15992,0.5521,0.0645782,0.060793,-0.040013
-0.177728,0.294206,2,0.463361,0.715994,0.935908,0.00339046,-0.147213,0.552734,0.0638427,0.068833,-0.035453
-0.180738,0.275735,2,0.455793,0.720248,0.935905,0.00291587,-0.134688,0.553284,0.0625091,0.077594,-0.031291
-0.183029,0.255907,2,0.44631,0.723797,0.934436,0.00290062,-0.122793,0.553724,0.060557,0.092233,-0.026724
-0.184657,0.234898,2,0.434701,0.726529,0.930049,0.00350688,-0.112385,0.554018,0.0579865,0.104075,-0.023313
-0.185737,0.212996,2,0.420692,0.728262,0.921302,0.00484965,-0.104971,0.554123,0.0548292,0.116164,-0.019619
-0.186397,0.190579,2,0.404063,0.7288,0.90655,0.00703231,-0.102978,0.553995,0.0511523,0.129721,-0.013346
-0.186966,0.168127,2,0.385324,0.727746,0.884315,0.0101264,-0.110185,0.553568,0.0470676,0.137956,-0.009201
-0.188317,0.146203,2,0.368915,0.72441,0.857087,0.0134893,-0.13041,0.552655,0.0427205,0.146126,-0.00651
-0.190768,0.126112,2,0.353061,0.719893,0.870548,0.0121993,-0.145218,0.551928,0.0384233,0.151518,0.004527
-0.192614,0.109233,2,0.329335,0.714585,0.907404,0.00863775,-0.153806,0.551322,0.0344463,0.154394,0.016268
-0.19512,0.0956897,2,0.304484,0.707212,0.927454,0.0072576,-0.175599,0.550435,0.0310679,0.157009,0.021217
-0.198753,0.0847665,2,0.281901,0.697705,0.935166,0.00704457,-0.210955,0.549335,0.0282014,0.159068,0.020996
-0.203106,0.0758792,2,0.262104,0.686134,0.934575,0.00750562,-0.257779,0.548096,0.0257146,0.155537,0.014783
-0.208167,0.0685739,2,0.245084,0.672248,0.930219,0.00823296,-0.313577,0.54676,0.0235212,0.151417,0.005616
-0.214084,0.0625096,2,0.231305,0.65567,0.923326,0.00915723,-0.375904,0.545358,0.0215643,0.142639,-0.003507
-0.221101,0.0574248,2,0.220458,0.635939,0.916298,0.0100699,-0.442477,0.543938,0.0197997,0.131144,-0.018245
-0.229841,0.0531233,2,0.213021,0.612288,0.909585,0.0109676,-0.512363,0.542528,0.0181974,0.120648,-0.037168
-0.241278,0.0494551,2,0.208725,0.5837,0.904718,0.0117346,-0.584674,0.541169,0.0167321,0.107622,-0.058763
-0.256985,0.0463049,2,0.207846,0.548874,0.901655,0.0124246,-0.658683,0.539898,0.0153865,0.090622,-0.085486
-0.279881,0.0435834,2,0.210892,0.505961,0.90078,0.0130608,-0.73341,0.538755,0.0141455,0.072014,-0.117915
-0.316232,0.0412203,2,0.218582,0.452064,0.903839,0.0136137,-0.80718,0.537772,0.012997,0.053071,-0.156064
-0.380934,0.0391616,2,0.230607,0.382902,0.911834,0.0142719,-0.876933,0.53698,0.011932,0.031034,-0.198247
-0.519567,0.0373644,2,0.24779,0.291779,0.926867,0.015488,-0.937157,0.536408,0.0109436,0.005913,-0.246199
-0.908888,0.0357958,2,0.270751,0.166991,0.95415,0.0201449,-0.979437,0.536076,0.0100263,-0.019206,-0.299991
0.981053,0.0344305,2,0.299779,0.0142738,0.999325,0.000469972,-0.992358,0.535998,0.00917803,-0.042758,-0.355199
0.382116,0.0332513,2,0.333999,0.186499,0.929556,0.00873651,-0.963549,0.536182,0.00839955,-0.051905,-0.348759
0.191282,0.0322454,2,0.373647,0.307495,0.846202,0.00953568,-0.886719,0.536624,0.00769386,-0.056576,-0.343401
0.11175,0.0314066,2,0.412466,0.396923,0.755236,0.00946282,-0.766769,0.537314,0.00706768,-0.056976,-0.338796
0.0703481,0.0307335,2,0.445779,0.46523,0.671083,0.00898897,-0.623251,0.538231,0.00652746,-0.053852,-0.334565
0.0461402,0.0302287,2,0.473439,0.518662,0.602004,0.00828215,-0.481373,0.539335,0.0060765,-0.047698,-0.329887
0.0310052,0.0298993,2,0.48987,0.561245,0.559129,0.00734463,-0.360466,0.540573,0.00569814,-0.040123,-0.317429
0.0505696,0.0297142,2,-0.34078,0.556707,0.64798,0.0140476,-0.341746,0.540154,0.00954858,-0.038098,-0.333185
0.0360416,0.0295652,2,-0.360488,0.591509,0.621976,0.0113521,-0.266986,0.541452,0.00919598,-0.028161,-0.324207
0.0260139,0.0296049,2,-0.378056,0.619797,0.589407,0.0096565,-0.215201,0.542748,0.00900991,-0.015017,-0.321409
0.0189535,0.0298426,2,-0.394183,0.643034,0.550688,0.00860598,-0.18024,0.543973,0.00905526,-2.30E-05,-0.32036
0.0139186,0.0302862,1.81855,-0.411265,0.662188,0.504931,0.00799413,-0.156516,0.545056,0.00942273,0.015752,-0.322164
0.0102877,0.0309401,1.64422,-0.426154,0.678086,0.45799,0.00766491,-0.140023,0.545945,0.0101995,0.03154,-0.327327
0.00764334,0.0318056,1.48647,-0.439613,0.691415,0.412416,0.00748175,-0.127953,0.546612,0.0114199,0.046785,-0.336247
0.00569815,0.0328809,1.34299,-0.453462,0.702819,0.369128,0.00735329,-0.118113,0.547051,0.0130756,0.061056,-0.348872
0.00425407,0.0341629,1.21178,-0.466235,0.71285,0.331209,0.00721168,-0.109369,0.547274,0.0151129,0.074279,-0.364845
0.00317322,0.0356485,1.09117,-0.478488,0.722032,0.29936,0.00698161,-0.10086,0.547306,0.0173887,0.086567,-0.383521
0.0023578,0.0373375,0.979783,-0.487262,0.730903,0.275535,0.00664081,-0.0922502,0.547176,0.0198017,0.098035,-0.404257
0.00173999,0.0392357,0.876496,-0.492919,0.739919,0.25937,0.00616756,-0.0833963,0.54691,0.0221984,0.10883,-0.426362
0.00127053,0.0413508,0.780339,-0.497588,0.749582,0.248506,0.00556968,-0.0744078,0.546531,0.0244597,0.119156,-0.449317
0.000914737,0.0436941,0.690446,-0.499654,0.760265,0.24444,0.00485792,-0.0656329,0.54605,0.0263914,0.129193,-0.472673
0.00064666,0.0462659,0.605973,-0.499966,0.772297,0.246556,0.00408164,-0.0574413,0.54547,0.0278923,0.138858,-0.496326
0.00044698,0.0490374,0.52605,-0.499239,0.78591,0.255053,0.00328425,-0.0502845,0.544785,0.0287785,0.147553,-0.520362
0.000300812,0.0519027,0.449763,-0.498521,0.801165,0.270593,0.00252406,-0.0445933,0.54398,0.0289427,0.154495,-0.545163
0.000196273,0.0545969,0.376203,-0.498111,0.818014,0.295033,0.00184143,-0.0407319,0.543029,0.0282025,0.158397,-0.571611
0.000123735,0.0565713,0.304673,-0.497609,0.836003,0.331748,0.00127105,-0.0391361,0.541871,0.0264765,0.157593,-0.601709
7.53E-05,0.0568863,0.235254,-0.497953,0.853674,0.383037,0.000831485,-0.0406567,0.540403,0.0238148,0.149742,-0.639589
4.45E-05,0.0544818,0.169933,-0.499049,0.867591,0.447648,0.000536296,-0.0470041,0.538651,0.0210071,0.132012,-0.689732
2.56E-05,0.049289,0.113356,-0.499387,0.873377,0.516782,0.000385348,-0.0597885,0.537163,0.0201544,0.103981,-0.745213
1.42E-05,0.0427767,0.0698645,-0.499739,0.869003,0.586671,0.000326887,-0.0771942,0.536398,0.0222932,0.06971,-0.788467
7.40E-06,0.0363944,0.0396976,-0.499954,0.854006,0.667367,0.000295288,-0.0929571,0.536106,0.0262909,0.027864,-0.815295
3.54E-06,0.0306747,0.0202796,-0.499918,0.823977,0.762471,0.000257759,-0.102825,0.535991,0.0310516,-0.030048,-0.832644
1.61E-06,0.0255819,0.0087039,-0.499866,0.769045,0.862403,0.00020677,-0.105377,0.535938,0.0364556,-0.119835,-0.846088
-0.00367846,0.629329,0.0127825,0.499965,0.754713,0.860503,0.000967045,0.320829,0.535957,0.389247,-0.26832,-0.842497
-0.00691447,0.638354,0.03931,0.499238,0.822052,0.787265,0.00212426,0.154657,0.536814,0.390849,-0.257975,-0.768985
-0.0123749,0.630229,0.0773039,0.495836,0.811403,0.758835,0.00593823,0.0974129,0.53984,0.422267,-0.242158,-0.664456
-0.0222102,0.617576,0.120751,0.489198,0.773196,0.760722,0.0138096,0.0943528,0.541977,0.454525,-0.237132,-0.611426
-0.0373593,0.60629,0.168132,0.482598,0.735115,0.766591,0.0255003,0.105138,0.542917,0.471791,-0.238757,-0.5855
-0.0572186,0.597047,0.219928,0.479678,0.704777,0.767766,0.0393677,0.122405,0.543244,0.478048,-0.243429,-0.56967
-0.0803203,0.589316,0.276957,0.479557,0.683275,0.765332,0.053553,0.142766,0.543378,0.478094,-0.248437,-0.555845
-0.105367,0.582593,0.340024,0.481051,0.669054,0.761008,0.0669935,0.163982,0.543506,0.474886,-0.252627,-0.540646
-0.131557,0.576545,0.409912,0.483051,0.660119,0.75612,0.0792987,0.184868,0.543674,0.469912,-0.255562,-0.523026
-0.158409,0.570952,0.487422,0.484861,0.654931,0.751444,0.0903657,0.204824,0.54389,0.463885,-0.257001,-0.503219
-0.185587,0.565667,0.57341,0.486774,0.65243,0.746854,0.10019,0.223597,0.544149,0.457155,-0.256768,-0.481476
-0.212846,0.560591,0.668808,0.48859,0.651879,0.742567,0.108798,0.241076,0.544448,0.449906,-0.254853,-0.457884
-0.239947,0.555648,0.774638,0.490276,0.652776,0.738616,0.116205,0.257225,0.544784,0.442235,-0.251402,-0.432653
-0.266682,0.550778,0.892033,0.491825,0.654761,0.735013,0.122421,0.272052,0.545156,0.434197,-0.246565,-0.405974
-0.292875,0.545933,1.02224,0.49329,0.657557,0.731726,0.127454,0.285641,0.545559,0.42583,-0.240564,-0.378052
-0.318335,0.541075,1.16665,0.494702,0.66097,0.728696,0.131289,0.298033,0.545995,0.417162,-0.233678,-0.349096
-0.3429,0.536164,1.32681,0.495998,0.664839,0.725992,0.133913,0.309304,0.546459,0.408214,-0.226069,-0.31933
-0.366455,0.531169,1.50442,0.497142,0.669031,0.72363,0.135311,0.319543,0.54695,0.399011,-0.217888,-0.289027
-0.388861,0.526058,1.7014,0.49813,0.673448,0.721603,0.135454,0.328826,0.547466,0.38958,-0.209375,-0.258476
-0.410013,0.520804,1.91986,0.498968,0.67802,0.719892,0.134314,0.337174,0.548007,0.37995,-0.200939,-0.227885
-0.429803,0.515374,2,0.499585,0.682683,0.718559,0.131849,0.344654,0.548569,0.370155,-0.193077,-0.197434
-0.448143,0.509741,2,0.499932,0.687391,0.717629,0.128024,0.351296,0.549152,0.360231,-0.186296,-0.167162
-0.464999,0.503873,2,0.499978,0.692103,0.717109,0.122818,0.357094,0.549755,0.350229,-0.18098,-0.13712
-0.4803,0.497738,2,0.499665,0.696791,0.717037,0.116196,0.362073,0.550376,0.340193,-0.177081,-0.10757
-0.494005,0.491302,2,0.498934,0.701439,0.717453,0.108138,0.366209,0.551015,0.330177,-0.174968,-0.078779
-0.506108,0.484531,2,0.497703,0.706024,0.718431,0.0986447,0.36951,0.55167,0.320233,-0.174691,-0.050792
-0.516568,0.47739,2,0.495895,0.710546,0.719997,0.0877211,0.371891,0.552342,0.310412,-0.160798,-0.023505
-0.525341,0.469833,2,0.49343,0.715003,0.722217,0.0753991,0.373306,0.553034,0.300757,-0.134543,0.002361
-0.532441,0.46182,2,0.49023,0.719381,0.725174,0.0617527,0.373718,0.553743,0.291306,-0.109041,0.02506
-0.537854,0.453302,2,0.486098,0.723678,0.729026,0.0468787,0.373076,0.55447,0.282082,-0.085302,0.043958
-0.541554,0.444227,2,0.480931,0.727891,0.733879,0.0309132,0.371321,0.555215,0.273094,-0.063912,0.05923
-0.543534,0.434539,2,0.474647,0.73201,0.739771,0.0141188,0.368317,0.555978,0.264332,-0.044503,0.070017
-0.543768,0.424178,2,0.466852,0.736024,0.747032,0.00321091,0.364017,0.556757,0.25576,-0.026353,0.07967
-0.542224,0.413076,2,0.457378,0.739915,0.755824,0.0199936,0.358381,0.557547,0.247316,-0.010359,0.085743
-0.538872,0.401165,2,0.445896,0.743664,0.766436,0.0355729,0.351357,0.558344,0.238918,0.003878,0.090462
-0.533666,0.38837,2,0.431892,0.747246,0.779279,0.0497179,0.342896,0.559144,0.23046,0.015151,0.093468
-0.526498,0.374614,2,0.414928,0.75065,0.794806,0.0623,0.332944,0.559939,0.221828,0.028156,0.094416
-0.517376,0.359814,2,0.394386,0.753833,0.813493,0.0731676,0.321513,0.560714,0.212896,0.03797,0.094517
-0.506183,0.343901,2,0.369559,0.756804,0.83584,0.0822101,0.308501,0.561465,0.203552,0.04875,0.092053
-0.492783,0.326788,2,0.339198,0.759628,0.861891,0.089185,0.293615,0.56222,0.193679,0.056906,0.090008
-0.479143,0.308398,2,0.302076,0.761762,0.89345,0.0944697,0.278344,0.562819,0.183265,0.062696,0.084131
-0.465835,0.288832,2,0.256736,0.763086,0.931819,0.0984634,0.263236,0.563206,0.172401,0.071869,0.079073
-0.451626,0.268141,2,0.201758,0.763965,0.975569,0.100904,0.247568,0.563486,0.161,0.082917,0.072664
-0.436847,0.246436,2,0.135195,0.764284,0.977056,0.101879,0.232073,0.563618,0.149051,0.092387,0.068038
-0.422161,0.223909,2,0.0551184,0.763849,0.93404,0.101604,0.217958,0.563547,0.136634,0.10755,0.06511
-0.408454,0.20086,2,-0.0376424,0.762404,0.896978,0.100418,0.206983,0.563207,0.123918,0.114251,0.061682
-0.39691,0.177707,2,-0.118311,0.75952,0.865943,0.0987324,0.201646,0.562514,0.111116,0.119058,0.053502
-0.388797,0.155002,2,-0.185462,0.754317,0.837607,0.097424,0.20559,0.561223,0.0984415,0.132008,0.042385
-0.380521,0.133458,2,-0.238985,0.747777,0.821146,0.0946537,0.222763,0.559728,0.0859057,0.137278,0.031142
-0.429333,0.128135,2,-0.32998,0.752987,0.770034,0.133172,0.264669,0.561108,0.098151,0.145641,0.051997
-0.414607,0.110434,2,-0.359068,0.745685,0.7366,0.135809,0.275882,0.559489,0.0862292,0.151411,0.044313
-0.394492,0.0965731,2,-0.374412,0.740138,0.718784,0.136557,0.287932,0.558061,0.0765125,0.15757,0.048419
-0.386683,0.0852133,2,-0.391649,0.732201,0.693356,0.14146,0.302114,0.556554,0.0691689,0.160603,0.052355
-0.384138,0.0758773,2,-0.405108,0.722282,0.668778,0.148628,0.316598,0.554725,0.0633088,0.154355,0.051317
-0.386741,0.0681695,2,-0.416569,0.710454,0.645573,0.157733,0.329649,0.552788,0.0586252,0.14906,0.045261
-0.394167,0.0617676,2,-0.426747,0.69648,0.624271,0.16857,0.341037,0.550793,0.0548141,0.143724,0.034884
-0.406834,0.0564158,2,-0.435944,0.679961,0.604796,0.181333,0.351122,0.548773,0.0516821,0.133029,0.021884
-0.425564,0.0519123,2,-0.444286,0.660469,0.587297,0.196244,0.360483,0.54678,0.04907,0.120325,0.005942
-0.452056,0.0480965,2,-0.451893,0.637457,0.57148,0.213913,0.369403,0.544857,0.0468828,0.108111,-0.013603
-0.489517,0.0448437,2,-0.458807,0.610161,0.557237,0.235355,0.378425,0.543045,0.0450392,0.094035,-0.040229
-0.5425,0.0420551,2,-0.465091,0.577919,0.544516,0.261893,0.387056,0.541402,0.0434678,0.075935,-0.068571
-0.618745,0.0396518,2,-0.470744,0.540027,0.533137,0.295942,0.395124,0.539966,0.0421335,0.056108,-0.098962
-0.730286,0.0375723,2,-0.475753,0.495848,0.522923,0.341607,0.399052,0.538765,0.0410002,0.035621,-0.133215
-0.880072,0.0357686,2,-0.480143,0.446685,0.513669,0.403119,0.3899,0.537831,0.0400595,0.014764,-0.171416
-0.998681,0.0342016,2,-0.483935,0.39733,0.505412,0.474623,0.336661,0.53719,0.0392655,-0.00559,-0.211424
-0.830536,0.0328425,2,-0.487179,0.360813,0.497745,0.493811,0.141826,0.536841,0.0386385,-0.02386,-0.248263
-0.401041,0.0316684,2,-0.489875,0.354936,0.490764,0.411108,-0.222857,0.536793,0.0381398,-0.038541,-0.27613
-0.123052,0.0306618,2,-0.492144,0.382651,0.483958,0.312671,-0.346386,0.537025,0.0378037,-0.049394,-0.293319
-0.0172494,0.0298119,2,-0.493944,0.427389,0.477439,0.237689,-0.352441,0.53752,0.0376109,-0.056628,-0.302153
0.0156001,0.0291095,2,-0.495318,0.474015,0.470882,0.184074,-0.322763,0.538236,0.0375901,-0.060062,-0.305712
0.0230335,0.0285504,2,-0.496476,0.51648,0.46399,0.145123,-0.287528,0.539133,0.0377547,-0.060392,-0.306398
0.0219722,0.0281325,2,-0.497377,0.553055,0.456715,0.116326,-0.255719,0.54016,0.0381246,-0.058353,-0.305446
0.0184708,0.0278553,2,-0.498057,0.583868,0.448956,0.0946658,-0.229795,0.541253,0.0387177,-0.054055,-0.303843
0.0146703,0.0277202,2,-0.498604,0.609713,0.440568,0.0781395,-0.208494,0.542353,0.0395722,-0.047567,-0.302775
0.0112946,0.0277282,1.98015,-0.499046,0.631453,0.431631,0.0653314,-0.191296,0.543403,0.0406994,-0.03939,-0.303402
0.00851984,0.0278809,1.78673,-0.499372,0.649895,0.42217,0.0552849,-0.176815,0.544354,0.0421323,-0.030577,-0.306713
0.00633241,0.0281797,1.61245,-0.49964,0.665642,0.412459,0.0472762,-0.164204,0.545163,0.0438566,-0.02178,-0.313425
0.00464995,0.0286254,1.45496,-0.499832,0.679255,0.402891,0.0407753,-0.152711,0.545799,0.0458554,-0.013295,-0.323773
0.00337564,0.0292185,1.31217,-0.499951,0.691373,0.393571,0.035384,-0.141659,0.546255,0.0481282,-0.005016,-0.337931
0.00242597,0.0299613,1.18225,-0.499999,0.702473,0.385036,0.0307742,-0.130639,0.546531,0.0505962,0.003144,-0.355498
0.00172737,0.0308565,1.06362,-0.499974,0.713016,0.377597,0.0267272,-0.119434,0.546633,0.0532019,0.011604,-0.375986
0.00122011,0.0319102,0.954879,-0.49988,0.723479,0.371509,0.0230838,-0.107964,0.546579,0.0558778,0.020591,-0.398615
0.000858299,0.033131,0.854824,-0.499716,0.734209,0.36736,0.0197203,-0.0964071,0.546379,0.0584626,0.030466,-0.422732
0.000603186,0.0345289,0.762364,-0.499541,0.745616,0.365461,0.0165859,-0.0850267,0.546051,0.0608396,0.041442,-0.447803
